market_name,status,genres,lengths,response_time
Felis Futura: An Anthology of Future Cats - Fiction,Open,"['Fantasy', 'Science Fiction', 'Alternate History']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Felis Futura: An Anthology of Future Cats - Poetry,Open,"['Fantasy', 'Science Fiction', 'Alternate History']",['Poetry'],No Data
Fell Beasts and Fair,Permanently Closed,"['Fantasy', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Feminine Collective - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Feminine Collective - Poetry,Open,['General'],['Poetry'],No Data
Feminine Inquiry,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Fence - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette']",198 days
Fence - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Fender Stitch,Permanently Closed,[],[],No Data
Fenris Publishing,Open,"['Fantasy', 'Horror', 'Science Fiction', 'Furry']","['Novel', 'Story Collection']",No Data
Feral,Temporarily Closed,['General'],['Poetry'],15 days
Feral Cat Publishers,Does Not Qualify,[],[],No Data
Festive Ninja,Does Not Qualify,[],[],No Data
Fever Dream,Open,"['General', 'Fantasy', 'Horror']","['Flash', 'Short Story', 'Novelette']",1 days
Feverish Fiction - Fiction,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",No Data
Feverish Fiction - Poetry,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Poetry'],No Data
Fevers of the Mind - Fiction,Open,[],[],No Data
Fevers of the Mind - Poetry,Open,[],['Poetry'],No Data
FewerThan500 - Fiction,Open,['General'],['Flash'],No Data
FewerThan500 - Poetry,Open,['General'],['Poetry'],No Data
Fey Publishing,Does Not Qualify,[],[],No Data
Fey Publishing Horror Anthology,Permanently Closed,['Horror'],"['Flash', 'Short Story', 'Novelette']",No Data
Fey Publishing Witches Anthology,Permanently Closed,"['Fantasy', 'Horror']","['Flash', 'Short Story', 'Novelette']",No Data
Fickle Muses,Permanently Closed,['Fantasy'],"['Flash', 'Short Story']",No Data
Fiction,Open,['General'],"['Short Story', 'Novelette', 'Novella']",72 days
Fiction and Verse,Permanently Closed,"['General', 'Action/Adventure', 'Fantasy', 'Horror', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Suspense/Thriller', 'Western']","['Flash', 'Short Story']",No Data
Fiction Anthology of Veteran's PTSD Stories,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Fiction at Work,Permanently Closed,[],[],No Data
Fiction Attic Press,Open,['General'],"['Flash', 'Short Story']",No Data
Fiction Attic Press Short Story Contest,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Fiction Factory,Does Not Qualify,[],[],61 days
Fiction Factory Flash Competition,Open,['General'],['Flash'],No Data
Fiction International,Temporarily Closed,['General'],"['Flash', 'Short Story']",61 days
Fiction Kitchen,Open,['General'],['Flash'],No Data
Fiction on the Web,Does Not Qualify,[],[],16 days
Fiction River,Does Not Qualify,[],[],No Data
Fiction Silicon Valley,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Fiction Southeast,Open,['General'],['Flash'],No Data
Fiction Terrifica,Permanently Closed,[],[],No Data
Fiction Vault,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Fiction Vortex,Temporarily Closed,"['Fantasy', 'Horror', 'Romance', 'Science Fiction', 'Western', 'Young Adult', 'Middle Grade', 'Alternate History']","['Flash', 'Short Story']",No Data
Fiction Vortex Serial Box Contest,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",No Data
Fiction War,Permanently Closed,"['Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction', 'Suspense/Thriller', 'Historical']",['Flash'],No Data
Fiction Writers In Seoul,Does Not Qualify,[],[],No Data
Fiction365,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Fiction4ADay Contest,Permanently Closed,['General'],['Short Story'],No Data
Fiction4All,Does Not Qualify,[],[],No Data
Fictional Pairings - Fiction,Does Not Qualify,[],[],No Data
Fictional Pairings - Poetry,Does Not Qualify,[],['Poetry'],No Data
Fictionique,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Fictionvale,Permanently Closed,"['Action/Adventure', 'Fantasy', 'Horror', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Suspense/Thriller', 'Western']","['Flash', 'Short Story']",No Data
FictionWeek Literary Review - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",173 days
FictionWeek Literary Review - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",No Data
FictionWeek Literary Review - Poetry,Open,"['General', 'Literary']",['Poetry'],141 days
FictionWeek Literary Review - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Fictitious Force,Permanently Closed,[],[],No Data
Fictive Dream,Open,['General'],"['Flash', 'Short Story']",19 days
Fiddleblack,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Fiddler's Green Peculiar Parish Magazine - Fiction,Does Not Qualify,[],[],No Data
Fiddler's Green Peculiar Parish Magazine - Poetry,Does Not Qualify,[],['Poetry'],No Data
Field Magazine,Permanently Closed,['General'],['Poetry'],No Data
Field Notes from a Nightmare,Permanently Closed,"['General', 'Horror', 'Science Fiction']",['Short Story'],30 days
FIELDNOTES,Temporarily Closed,['General'],"['Flash', 'Short Story']",31 days
Fiends in the Furrows Anthology Series,Temporarily Closed,"['Fantasy', 'Horror']","['Short Story', 'Novelette']",No Data
Fierce Family,Permanently Closed,"['Fantasy', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Fiery Scribe Review - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",19 days
Fiery Scribe Review - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Fifth Estate - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Fifth Estate - Poetry,Open,['General'],['Poetry'],No Data
Fifth Wednesday Journal,Permanently Closed,"['General', 'Literary']","['Short Story', 'Novelette', 'Novel Excerpt']",No Data
Fifty Shades of Green,Permanently Closed,"['Erotica', 'Romance']",['Short Story'],No Data
Fifty Word Stories,Temporarily Closed,['General'],['Flash'],22 days
Fifty-Two Stitches,Permanently Closed,[],[],No Data
Fighting Monkey Press,Does Not Qualify,[],[],No Data
Figure 1,Open,['General'],['Poetry'],200 days
Filament Magazine,Permanently Closed,[],[],No Data
filling Station Magazine - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",249 days
filling Station Magazine - Poetry,Open,['General'],['Poetry'],87 days
Filthy Loot,Does Not Qualify,[],[],62 days
Fine Linen,Permanently Closed,['General'],['Flash'],No Data
fingers comma toes - Fiction,Temporarily Closed,"['General', 'Young Adult', 'Children', 'Middle Grade']","['Flash', 'Short Story']",No Data
fingers comma toes - Poetry,Temporarily Closed,"['General', 'Young Adult', 'Children', 'Middle Grade']",['Poetry'],No Data
Fire &amp; Ice: Short Gasps of Romantic Suspense,Permanently Closed,[],[],No Data
Fire In Machines Magazine,Permanently Closed,"['General', 'Horror', 'Historical']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Fire Poetry Journal,Permanently Closed,['General'],['Poetry'],No Data
FIREBURST,Does Not Qualify,[],[],No Data
Firefly Magazine ,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Firefox News,Permanently Closed,[],[],No Data
FireGoat's Fantastic Tales,Permanently Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story', 'Novel']",No Data
FireGoat's Solstice Special,Permanently Closed,['Fantasy'],"['Flash', 'Short Story']",No Data
Fireside Books,Does Not Qualify,[],[],No Data
Fireside Magazine - Fiction,Temporarily Closed,"['General', 'Action/Adventure', 'Fantasy', 'Horror', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Suspense/Thriller', 'Western']","['Flash', 'Short Story']",57 days
Fireside Magazine - Poetry,Temporarily Closed,"['General', 'Action/Adventure', 'Fantasy', 'Horror', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Suspense/Thriller', 'Western']",['Poetry'],95 days
Fireweed: Stories from the Revolution - Fiction,Permanently Closed,"['General', 'Fantasy', 'Mystery/Crime', 'Romance', 'Science Fiction']","['Flash', 'Short Story']",No Data
Fireweed: Stories from the Revolution - Poetry,Permanently Closed,"['General', 'Fantasy', 'Mystery/Crime', 'Romance', 'Science Fiction']",['Poetry'],No Data
Firewords - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",42 days
Firewords - Poetry,Temporarily Closed,['General'],['Poetry'],43 days
Firmament - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",34 days
Firmament - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
First Came Fear ,Permanently Closed,['Horror'],['Short Story'],No Data
First Contact,Permanently Closed,['Science Fiction'],"['Short Story', 'Novelette']",No Data
First Edition 21,Permanently Closed,[],[],No Data
First Kiss Anthology,Permanently Closed,['Romance'],"['Short Story', 'Novelette', 'Novella']",No Data
First Page Challenge ,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
First Stop Fiction,Permanently Closed,['General'],['Flash'],No Data
First Things,Open,['General'],['Poetry'],37 days
firthFORTH Books,Permanently Closed,"['General', 'Humor', 'Literary']","['Short Story', 'Novelette']",No Data
Fish Anthology,Permanently Closed,[],[],No Data
Fish Publishing,Permanently Closed,[],[],41 days
FishFood Magazine - Fiction,Open,['General'],['Flash'],No Data
FishFood Magazine - Poetry,Open,['General'],['Poetry'],No Data
Fishladder,Does Not Qualify,[],[],No Data
Fishnet,Permanently Closed,[],[],No Data
Fission,Temporarily Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",33 days
Fitting In: Historical Accounts of Paranormal Subcultures,Permanently Closed,['Fantasy'],"['Flash', 'Short Story', 'Novelette']",No Data
Five 2 One Magazine - Fiction,Permanently Closed,"['General', 'Fantasy']","['Flash', 'Short Story']",No Data
Five 2 One Magazine - Poetry,Permanently Closed,"['General', 'Fantasy']",['Poetry'],No Data
Five Chapters,Permanently Closed,['General'],"['Short Story', 'Novelette']",No Data
Five Dials,Temporarily Closed,"['General', 'Literary']",['Flash'],No Data
Five Minutes,Does Not Qualify,[],[],7 days
Five Minutes at Hotel Stormcove - Fiction,Permanently Closed,"['General', 'Action/Adventure', 'Fantasy', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Young Adult', 'Literary']","['Flash', 'Short Story']",No Data
Five Minutes at Hotel Stormcove - Poetry,Permanently Closed,"['General', 'Action/Adventure', 'Fantasy', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Young Adult', 'Literary']",['Poetry'],No Data
Five on the Fifth,Open,"['General', 'Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",7 days
FIVE Poetry,Does Not Qualify,[],[],No Data
Five Points - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",63 days
Five Points - Poetry,Temporarily Closed,['General'],['Poetry'],10 days
Five Quarterly,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Five Rivers,Does Not Qualify,[],[],No Data
Five South - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",69 days
Five South - Poetry,Temporarily Closed,['General'],['Poetry'],45 days
Five Stop Story,Permanently Closed,"['General', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Humor']","['Flash', 'Short Story']",No Data
Fix the World,Permanently Closed,"['General', 'Science Fiction']","['Short Story', 'Novelette']",No Data
FIYAH - Fiction,Open,"['Fantasy', 'Science Fiction']","['Short Story', 'Novelette']",39 days
FIYAH - Poetry,Open,"['Fantasy', 'Science Fiction']",['Poetry'],6 days
Fjords Review - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Fjords Review - Poetry,Open,['General'],['Poetry'],No Data
Flagship,Permanently Closed,"['Fantasy', 'Science Fiction']",['Short Story'],No Data
Flame Tree Fiction Newsletter,Open,"['Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction']",['Flash'],19 days
Flame Tree Press Chilling Crime Anthology,Permanently Closed,['Mystery/Crime'],['Short Story'],75 days
Flame Tree Publishing,Open,"['Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction']",['Novel'],142 days
Flannery O'Connor Short Fiction Award,Temporarily Closed,['General'],['Story Collection'],174 days
FLAPPERHOUSE - Fiction,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
FLAPPERHOUSE - Poetry,Permanently Closed,"['General', 'Fantasy']",['Poetry'],No Data
FLARE: The Flagler Review - Fiction,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
FLARE: The Flagler Review - Poetry,Permanently Closed,['General'],['Poetry'],No Data
Flash 405 - Fiction,Temporarily Closed,['General'],['Flash'],70 days
Flash 405 - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Flash 500,Open,['General'],['Flash'],No Data
Flash 500,Does Not Qualify,[],[],No Data
Flash 500 Flash Fiction Competition,Open,['General'],['Flash'],28 days
Flash Bang Mysteries,Permanently Closed,['Mystery/Crime'],['Flash'],95 days
Flash Fiction Festival,Does Not Qualify,[],[],No Data
Flash Fiction Festival Micro Contest,Temporarily Closed,['General'],['Flash'],No Data
Flash Fiction Festival: The Great Festival Flash-Off Contest,Does Not Qualify,[],[],12 days
Flash Fiction Five/Twenty-nine Competition,Permanently Closed,['General'],['Flash'],No Data
Flash Fiction Magazine,Open,['General'],['Flash'],22 days
Flash Fiction Online (FFO),Temporarily Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction', 'Humor', 'Literary']",['Flash'],19 days
Flash Fiction World Contests,Permanently Closed,['General'],['Flash'],No Data
Flash Flash Click ,Permanently Closed,['General'],['Flash'],No Data
Flash Frog,Open,['General'],['Flash'],3 days
Flash Frontier,Open,['General'],['Flash'],79 days
Flash Fury Contest,Permanently Closed,[],[],No Data
Flash in a Flash,Does Not Qualify,[],[],102 days
Flash in the Attic Contest,Permanently Closed,['General'],['Flash'],No Data
Flash Me Magazine,Permanently Closed,[],[],No Data
Flash Point SF,Open,"['Fantasy', 'Science Fiction']",['Flash'],22 days
Flash Scribe,Permanently Closed,[],[],No Data
Flash Stories for Flash People,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction', 'Humor']",['Flash'],No Data
Flash: The Int'l Short-Short Story Magazine,Permanently Closed,"['General', 'Literary']",['Flash'],No Data
FlashBack Fiction - Fiction,Temporarily Closed,"['General', 'Fantasy', 'Historical', 'Alternate History']",['Flash'],31 days
FlashBack Fiction - Poetry,Temporarily Closed,"['Fantasy', 'Historical', 'Alternate History', 'General']",['Poetry'],No Data
Flashbytes,Does Not Qualify,[],[],No Data
Flashes - Fiction,Open,['General'],"['Flash', 'Short Story']",7 days
Flashes - Poetry,Open,['General'],['Poetry'],No Data
Flashes In The Dark,Permanently Closed,['Horror'],['Flash'],No Data
Flashes in the Pan,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction', 'Humor']","['Flash', 'Short Story']",No Data
FlashFic FaceOff,Permanently Closed,['General'],['Flash'],No Data
FlashFiction.net,Does Not Qualify,[],[],No Data
FlashFlood,Temporarily Closed,['General'],['Flash'],0 days
Flashing Swords,Permanently Closed,[],[],No Data
FLASHPOINT: Flash Fiction Anthology,Does Not Qualify,[],[],12 days
Flashquake,Permanently Closed,[],[],No Data
Flashshot,Permanently Closed,[],[],No Data
Flatmancrooked,Permanently Closed,[],[],No Data
Flavorwire's Short Fiction Contest,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Fleas on the Dog Online - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Fleas on the Dog Online - Poetry,Open,['General'],['Poetry'],No Data
Fledgling - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Fledgling - Poetry,Open,['General'],['Poetry'],No Data
Flesh &amp; Blood,Permanently Closed,[],[],No Data
Flesh &amp; Bone: Rise of the Necromancers,Permanently Closed,[],[],No Data
Flight Journal,Permanently Closed,"['General', 'Erotica']","['Flash', 'Short Story']",No Data
Flights from the Rock,Permanently Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
Flights of Fantasy,Open,['Fantasy'],['Flash'],3 days
Flint Hills Review - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Flint Hills Review - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Flip the Bird Literary Journal,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Flirt,Permanently Closed,"['General', 'Young Adult']",['Novel'],No Data
FLO Literary Magazine,Does Not Qualify,[],[],No Data
Flock - Fiction,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Flock - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Flock - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Flock - Poetry,Permanently Closed,"['General', 'Literary']",['Poetry'],No Data
Floodwall Magazine - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
